date,lux1,lux2,lux3,lux4,weather_condition,season,lux_diff_1_2,lux_ratio_1_3,lux1_moving_avg,lux2_moving_avg,lux3_moving_avg,lux4_moving_avg,lux1_weather_interaction,lux2_weather_interaction,lux3_weather_interaction,lux4_weather_interaction,light1,light2,light3,light4,light5,light6,light7,light8,light9
2024-07-18,995,577,833,516,2,1,418,1.1944777911164466,837.6666666666666,542.3333333333334,458.0,596.6666666666666,1990,1154,1666,1032,14,79,46,82,60,72,13,71,68
2024-07-18,491,698,402,924,1,0,-207,1.2213930348258706,696.3333333333334,708.6666666666666,463.6666666666667,743.6666666666666,491,698,402,924,95,40,49,80,16,38,10,25,62
2024-07-18,234,397,262,407,0,0,-163,0.8931297709923665,573.3333333333334,557.3333333333334,499.0,615.6666666666666,0,0,0,0,5,2,77,87,65,99,82,41,49
2024-07-18,294,625,118,748,2,0,-331,2.4915254237288136,339.6666666666667,573.3333333333334,260.6666666666667,693.0,588,1250,236,1496,84,95,84,35,71,99,86,49,11
2024-07-18,500,433,469,793,2,1,67,1.0660980810234542,342.6666666666667,485.0,283.0,649.3333333333334,1000,866,938,1586,96,68,25,95,35,18,33,60,68
2024-07-18,739,101,363,466,2,0,638,2.0358126721763083,511.0,386.3333333333333,316.6666666666667,669.0,1478,202,726,932,31,83,2,51,73,63,59,40,72
2024-07-18,132,474,893,100,1,1,-342,0.14781634938409854,457.0,336.0,575.0,453.0,132,474,893,100,51,13,50,35,6,18,12,56,43
2024-07-18,787,392,212,143,0,1,395,3.7122641509433962,552.6666666666666,322.3333333333333,489.3333333333333,236.33333333333334,0,0,0,0,82,95,39,27,99,75,38,1,51
2024-07-18,559,936,587,838,2,1,-377,0.9522998296422487,492.6666666666667,600.6666666666666,564.0,360.3333333333333,1118,1872,1174,1676,96,25,67,77,15,61,43,98,8
2024-07-18,982,652,426,942,0,0,330,2.3051643192488265,776.0,660.0,408.3333333333333,641.0,0,0,0,0,27,69,35,57,13,12,27,97,98
2024-07-18,569,417,641,197,2,1,152,0.8876755070202809,703.3333333333334,668.3333333333334,551.3333333333334,659.0,1138,834,1282,394,94,57,50,35,79,24,39,69,64
2024-07-19,474,601,746,819,2,0,-127,0.6353887399463807,675.0,556.6666666666666,604.3333333333334,652.6666666666666,948,1202,1492,1638,84,99,0,69,24,99,15,30,9
2024-07-19,121,927,678,364,0,1,-806,0.17846607669616518,388.0,648.3333333333334,688.3333333333334,460.0,0,0,0,0,97,39,32,8,3,88,49,22,45
2024-07-19,849,480,164,899,0,0,369,5.176829268292683,481.3333333333333,669.3333333333334,529.3333333333334,694.0,0,0,0,0,63,50,6,20,28,91,27,75,99
2024-07-19,769,722,391,882,0,1,47,1.9667519181585678,579.6666666666666,709.6666666666666,411.0,715.0,0,0,0,0,78,4,51,63,55,41,67,53,57
2024-07-19,137,113,124,239,1,0,24,1.1048387096774193,585.0,438.3333333333333,226.33333333333334,673.3333333333334,137,113,124,239,77,76,10,75,5,38,91,27,36
2024-07-19,329,603,648,580,2,0,-274,0.5077160493827161,411.6666666666667,479.3333333333333,387.6666666666667,567.0,658,1206,1296,1160,18,31,26,60,0,29,59,78,51
2024-07-19,464,330,100,336,1,0,134,4.64,310.0,348.6666666666667,290.6666666666667,385.0,464,330,100,336,14,79,13,93,38,4,11,18,98
2024-07-19,662,183,648,171,0,1,479,1.021604938271605,485.0,372.0,465.3333333333333,362.3333333333333,0,0,0,0,5,0,85,94,0,80,15,75,80
2024-07-19,537,229,240,766,2,1,308,2.2375,554.3333333333334,247.33333333333334,329.3333333333333,424.3333333333333,1074,458,480,1532,72,76,79,39,62,17,52,47,12
2024-07-19,875,842,843,289,1,0,33,1.0379596678529064,691.3333333333334,418.0,577.0,408.6666666666667,875,842,843,289,83,53,45,55,56,20,53,1,5
2024-07-19,382,937,747,367,2,1,-555,0.5113788487282463,598.0,669.3333333333334,610.0,474.0,764,1874,1494,734,97,10,75,3,66,85,48,10,57
2024-07-19,126,244,287,420,1,1,-118,0.43902439024390244,461.0,674.3333333333334,625.6666666666666,358.6666666666667,126,244,287,420,37,52,9,30,64,49,35,43,47
2024-07-19,325,990,227,206,0,1,-665,1.4317180616740088,277.6666666666667,723.6666666666666,420.3333333333333,331.0,0,0,0,0,25,7,23,26,64,5,61,58,31
2024-07-19,376,956,300,331,1,1,-580,1.2533333333333334,275.6666666666667,730.0,271.3333333333333,319.0,376,956,300,331,81,24,60,57,20,49,83,58,10
2024-07-19,897,127,226,141,2,1,770,3.9690265486725664,532.6666666666666,691.0,251.0,226.0,1794,254,452,282,91,39,17,24,29,79,25,37,80
2024-07-19,708,165,356,801,2,1,543,1.9887640449438202,660.3333333333334,416.0,294.0,424.3333333333333,1416,330,712,1602,50,31,85,68,95,65,55,24,4
2024-07-19,383,262,775,982,2,1,121,0.4941935483870968,662.6666666666666,184.66666666666666,452.3333333333333,641.3333333333334,766,524,1550,1964,72,87,8,69,32,0,89,20,5
2024-07-19,978,328,646,238,2,0,650,1.5139318885448916,689.6666666666666,251.66666666666666,592.3333333333334,673.6666666666666,1956,656,1292,476,95,27,16,4,47,56,21,41,73
2024-07-19,580,360,293,714,0,0,220,1.9795221843003412,647.0,316.6666666666667,571.3333333333334,644.6666666666666,0,0,0,0,52,77,57,90,21,29,72,35,96
2024-07-19,552,548,802,782,1,1,4,0.6882793017456359,703.3333333333334,412.0,580.3333333333334,578.0,552,548,802,782,55,2,12,7,93,57,68,8,93
2024-07-19,928,523,203,962,0,0,405,4.571428571428571,686.6666666666666,477.0,432.6666666666667,819.3333333333334,0,0,0,0,58,99,49,8,53,51,80,11,20
2024-07-19,915,559,634,372,0,0,356,1.4432176656151419,798.3333333333334,543.3333333333334,546.3333333333334,705.3333333333334,0,0,0,0,69,90,5,14,3,36,48,9,41
2024-07-20,758,775,364,580,0,0,-17,2.0824175824175826,867.0,619.0,400.3333333333333,638.0,0,0,0,0,77,83,84,99,86,47,97,58,80
2024-07-20,615,400,901,515,2,1,215,0.6825749167591565,762.6666666666666,578.0,633.0,489.0,1230,800,1802,1030,91,78,50,6,54,86,1,4,26
2024-07-20,646,402,483,605,2,1,244,1.3374741200828157,673.0,525.6666666666666,582.6666666666666,566.6666666666666,1292,804,966,1210,57,61,35,95,43,0,52,32,2
2024-07-20,291,386,359,832,2,1,-95,0.8105849582172702,517.3333333333334,396.0,581.0,650.6666666666666,582,772,718,1664,87,26,70,71,88,18,6,68,59
2024-07-20,148,494,513,824,1,1,-346,0.2884990253411306,361.6666666666667,427.3333333333333,451.6666666666667,753.6666666666666,148,494,513,824,12,44,99,14,11,45,99,79,92
2024-07-20,611,109,457,952,2,1,502,1.336980306345733,350.0,329.6666666666667,443.0,869.3333333333334,1222,218,914,1904,42,91,24,36,80,66,76,62,65
2024-07-20,116,806,174,523,1,0,-690,0.6666666666666666,291.6666666666667,469.6666666666667,381.3333333333333,766.3333333333334,116,806,174,523,75,24,10,82,78,1,19,28,92
2024-07-20,271,729,454,506,2,1,-458,0.5969162995594713,332.6666666666667,548.0,361.6666666666667,660.3333333333334,542,1458,908,1012,50,60,43,38,73,55,93,17,48
2024-07-20,319,369,683,667,2,0,-50,0.4670571010248902,235.33333333333334,634.6666666666666,437.0,565.3333333333334,638,738,1366,1334,18,43,13,5,98,16,29,92,99
2024-07-20,257,691,870,489,0,1,-434,0.29540229885057473,282.3333333333333,596.3333333333334,669.0,554.0,0,0,0,0,20,96,28,82,51,91,74,5,33
2024-07-20,576,704,287,441,0,0,-128,2.0069686411149825,384.0,588.0,613.3333333333334,532.3333333333334,0,0,0,0,90,45,73,56,92,81,94,52,36
2024-07-20,145,877,784,713,0,1,-732,0.18494897959183673,326.0,757.3333333333334,647.0,547.6666666666666,0,0,0,0,82,13,49,91,75,96,66,81,41
2024-07-20,472,943,389,592,1,1,-471,1.2133676092544987,397.6666666666667,841.3333333333334,486.6666666666667,582.0,472,943,389,592,23,7,4,80,64,78,58,31,64
2024-07-20,617,961,144,291,1,1,-344,4.284722222222222,411.3333333333333,927.0,439.0,532.0,617,961,144,291,25,47,71,18,64,21,65,41,59
2024-07-20,198,460,672,598,2,1,-262,0.29464285714285715,429.0,788.0,401.6666666666667,493.6666666666667,396,920,1344,1196,44,13,68,62,9,26,2,46,89
2024-07-20,991,356,182,921,1,1,635,5.445054945054945,602.0,592.3333333333334,332.6666666666667,603.3333333333334,991,356,182,921,27,64,87,30,17,54,55,30,0
2024-07-20,844,232,222,811,2,1,612,3.8018018018018016,677.6666666666666,349.3333333333333,358.6666666666667,776.6666666666666,1688,464,444,1622,81,79,56,74,46,31,78,61,58
2024-07-20,136,375,457,332,1,0,-239,0.2975929978118162,657.0,321.0,287.0,688.0,136,375,457,332,99,81,25,78,65,59,16,55,3
2024-07-20,379,875,627,326,1,1,-496,0.6044657097288676,453.0,494.0,435.3333333333333,489.6666666666667,379,875,627,326,28,6,5,9,48,82,51,10,13
2024-07-20,448,782,165,470,1,0,-334,2.7151515151515153,321.0,677.3333333333334,416.3333333333333,376.0,448,782,165,470,16,78,15,86,71,27,6,25,17
2024-07-20,596,612,756,238,0,1,-16,0.7883597883597884,474.3333333333333,756.3333333333334,516.0,344.6666666666667,0,0,0,0,67,87,59,66,21,27,4,91,33
2024-07-20,401,412,474,955,1,0,-11,0.8459915611814346,481.6666666666667,602.0,465.0,554.3333333333334,401,412,474,955,43,48,99,61,85,73,97,26,0
2024-07-21,280,675,261,916,0,0,-395,1.0727969348659003,425.6666666666667,566.3333333333334,497.0,703.0,0,0,0,0,60,54,11,2,25,83,96,82,52
2024-07-21,706,985,845,248,0,0,-279,0.8355029585798817,462.3333333333333,690.6666666666666,526.6666666666666,706.3333333333334,0,0,0,0,92,12,74,17,89,24,53,56,21
2024-07-21,198,383,479,214,1,0,-185,0.4133611691022965,394.6666666666667,681.0,528.3333333333334,459.3333333333333,198,383,479,214,67,72,2,24,8,84,60,26,79
2024-07-21,799,220,755,549,2,0,579,1.0582781456953643,567.6666666666666,529.3333333333334,693.0,337.0,1598,440,1510,1098,73,55,62,19,20,77,15,58,60
2024-07-21,215,206,457,162,2,0,9,0.47045951859956237,404.0,269.6666666666667,563.6666666666666,308.3333333333333,430,412,914,324,24,55,63,57,94,85,66,61,21
2024-07-21,290,786,287,203,2,1,-496,1.0104529616724738,434.6666666666667,404.0,499.6666666666667,304.6666666666667,580,1572,574,406,94,14,61,92,62,25,58,19,49
2024-07-21,352,303,421,950,1,0,49,0.836104513064133,285.6666666666667,431.6666666666667,388.3333333333333,438.3333333333333,352,303,421,950,66,56,5,85,5,74,46,2,15
2024-07-21,260,264,549,970,2,1,-4,0.47358834244080145,300.6666666666667,451.0,419.0,707.6666666666666,520,528,1098,1940,1,57,18,49,13,70,47,15,27
2024-07-21,355,404,573,767,0,1,-49,0.6195462478184991,322.3333333333333,323.6666666666667,514.3333333333334,895.6666666666666,0,0,0,0,88,34,17,78,32,16,63,43,91
2024-07-21,422,596,112,372,2,0,-174,3.767857142857143,345.6666666666667,421.3333333333333,411.3333333333333,703.0,844,1192,224,744,48,87,79,9,70,81,49,92,85
2024-07-21,227,731,283,105,1,0,-504,0.8021201413427562,334.6666666666667,577.0,322.6666666666667,414.6666666666667,227,731,283,105,69,96,86,20,23,6,84,78,69
2024-07-21,117,655,210,246,2,1,-538,0.5571428571428572,255.33333333333334,660.6666666666666,201.66666666666666,241.0,234,1310,420,492,25,15,42,28,72,55,40,29,88
2024-07-21,892,923,607,283,0,0,-31,1.4695222405271828,412.0,769.6666666666666,366.6666666666667,211.33333333333334,0,0,0,0,71,7,72,95,74,63,71,39,41
2024-07-21,834,255,389,127,1,0,579,2.1439588688946016,614.3333333333334,611.0,402.0,218.66666666666666,834,255,389,127,98,92,2,9,86,19,21,64,65
2024-07-21,665,466,394,649,2,0,199,1.6878172588832487,797.0,548.0,463.3333333333333,353.0,1330,932,788,1298,26,86,71,12,50,37,53,28,70
2024-07-21,669,818,550,218,1,0,-149,1.2163636363636363,722.6666666666666,513.0,444.3333333333333,331.3333333333333,669,818,550,218,88,44,37,46,1,74,4,29,80
2024-07-21,422,719,314,392,1,0,-297,1.3439490445859872,585.3333333333334,667.6666666666666,419.3333333333333,419.6666666666667,422,719,314,392,17,94,67,22,14,57,16,31,34
2024-07-21,971,350,731,470,1,0,621,1.3283173734610123,687.3333333333334,629.0,531.6666666666666,360.0,971,350,731,470,53,39,75,49,34,15,77,9,19
2024-07-21,785,981,993,343,2,0,-196,0.7905337361530715,726.0,683.3333333333334,679.3333333333334,401.6666666666667,1570,1962,1986,686,0,53,43,86,35,50,40,90,1
2024-07-21,891,433,666,679,1,1,458,1.337837837837838,882.3333333333334,588.0,796.6666666666666,497.3333333333333,891,433,666,679,60,13,94,94,91,26,91,50,6
2024-07-21,725,741,126,825,2,0,-16,5.753968253968254,800.3333333333334,718.3333333333334,595.0,615.6666666666666,1450,1482,252,1650,2,58,88,3,38,50,94,7,95
2024-07-21,387,610,729,317,0,1,-223,0.5308641975308642,667.6666666666666,594.6666666666666,507.0,607.0,0,0,0,0,67,93,79,66,3,74,80,50,48
2024-07-22,953,392,832,276,2,1,561,1.1454326923076923,688.3333333333334,581.0,562.3333333333334,472.6666666666667,1906,784,1664,552,40,52,62,84,63,15,34,35,82
2024-07-22,762,119,330,398,0,1,643,2.309090909090909,700.6666666666666,373.6666666666667,630.3333333333334,330.3333333333333,0,0,0,0,36,26,41,52,73,86,39,54,75
2024-07-22,738,381,664,775,2,1,357,1.1114457831325302,817.6666666666666,297.3333333333333,608.6666666666666,483.0,1476,762,1328,1550,50,46,63,1,5,59,21,34,8
2024-07-22,254,896,906,157,1,0,-642,0.2803532008830022,584.6666666666666,465.3333333333333,633.3333333333334,443.3333333333333,254,896,906,157,14,79,53,67,56,75,47,35,26
2024-07-22,589,100,420,368,2,1,489,1.4023809523809523,527.0,459.0,663.3333333333334,433.3333333333333,1178,200,840,736,7,5,77,64,29,39,52,55,77
2024-07-22,485,218,332,407,1,1,267,1.4608433734939759,442.6666666666667,404.6666666666667,552.6666666666666,310.6666666666667,485,218,332,407,37,54,76,78,98,66,92,35,1
2024-07-22,884,134,769,669,0,1,750,1.1495448634590377,652.6666666666666,150.66666666666666,507.0,481.3333333333333,0,0,0,0,82,96,70,56,73,1,9,88,84
2024-07-22,203,297,536,387,2,1,-94,0.3787313432835821,524.0,216.33333333333334,545.6666666666666,487.6666666666667,406,594,1072,774,55,43,75,96,95,47,17,83,67
2024-07-22,492,584,880,204,1,1,-92,0.5590909090909091,526.3333333333334,338.3333333333333,728.3333333333334,420.0,492,584,880,204,46,17,36,69,66,51,98,60,59
2024-07-22,910,856,632,327,0,0,54,1.4398734177215189,535.0,579.0,682.6666666666666,306.0,0,0,0,0,89,15,3,6,89,23,79,61,84
2024-07-22,345,158,502,346,0,0,187,0.6872509960159362,582.3333333333334,532.6666666666666,671.3333333333334,292.3333333333333,0,0,0,0,9,11,1,18,14,92,48,80,85
2024-07-22,275,936,152,799,2,1,-661,1.8092105263157894,510.0,650.0,428.6666666666667,490.6666666666667,550,1872,304,1598,77,19,98,43,16,97,70,86,48
2024-07-22,138,260,886,593,0,0,-122,0.15575620767494355,252.66666666666666,451.3333333333333,513.3333333333334,579.3333333333334,0,0,0,0,48,44,43,62,90,83,29,24,1
2024-07-22,576,790,412,182,1,0,-214,1.3980582524271845,329.6666666666667,662.0,483.3333333333333,524.6666666666666,576,790,412,182,40,63,66,64,17,81,18,63,16
2024-07-22,781,305,380,285,0,1,476,2.055263157894737,498.3333333333333,451.6666666666667,559.3333333333334,353.3333333333333,0,0,0,0,82,58,67,38,18,77,54,59,82
2024-07-22,858,111,825,351,0,1,747,1.04,738.3333333333334,402.0,539.0,272.6666666666667,0,0,0,0,29,92,75,82,75,81,59,56,87
2024-07-22,637,589,130,454,1,1,48,4.9,758.6666666666666,335.0,445.0,363.3333333333333,637,589,130,454,4,93,82,25,87,1,86,94,19
2024-07-22,966,375,436,849,0,0,591,2.2155963302752295,820.3333333333334,358.3333333333333,463.6666666666667,551.3333333333334,0,0,0,0,94,89,73,43,68,64,71,69,75
2024-07-22,917,792,282,971,0,1,125,3.25177304964539,840.0,585.3333333333334,282.6666666666667,758.0,0,0,0,0,70,21,61,11,23,19,80,98,88
2024-07-22,507,341,122,795,0,0,166,4.155737704918033,796.6666666666666,502.6666666666667,280.0,871.6666666666666,0,0,0,0,82,96,0,21,90,33,20,51,86
2024-07-22,624,315,643,895,0,0,309,0.9704510108864697,682.6666666666666,482.6666666666667,349.0,887.0,0,0,0,0,30,46,16,76,47,40,25,55,97
2024-07-22,927,350,545,996,1,0,577,1.7009174311926605,686.0,335.3333333333333,436.6666666666667,895.3333333333334,927,350,545,996,51,28,15,91,29,40,27,62,31
2024-07-23,605,910,173,309,0,1,-305,3.4971098265895955,718.6666666666666,525.0,453.6666666666667,733.3333333333334,0,0,0,0,87,85,8,13,14,74,38,67,50
2024-07-23,924,225,109,915,1,0,699,8.477064220183486,818.6666666666666,495.0,275.6666666666667,740.0,924,225,109,915,97,44,52,85,46,90,32,19,87
2024-07-23,135,316,583,907,0,1,-181,0.23156089193825044,554.6666666666666,483.6666666666667,288.3333333333333,710.3333333333334,0,0,0,0,22,76,72,29,43,22,39,53,41
2024-07-23,784,405,555,708,0,1,379,1.4126126126126126,614.3333333333334,315.3333333333333,415.6666666666667,843.3333333333334,0,0,0,0,47,8,58,43,97,37,82,0,62
2024-07-23,119,896,665,546,0,1,-777,0.17894736842105263,346.0,539.0,601.0,720.3333333333334,0,0,0,0,39,23,8,83,26,43,28,89,88
2024-07-23,420,284,663,559,0,1,136,0.6334841628959276,441.0,528.3333333333334,627.6666666666666,604.3333333333334,0,0,0,0,5,14,11,90,83,66,19,97,60
2024-07-23,875,138,759,571,1,1,737,1.152832674571805,471.3333333333333,439.3333333333333,695.6666666666666,558.6666666666666,875,138,759,571,37,35,40,37,63,61,19,9,61
2024-07-23,611,322,259,819,1,0,289,2.359073359073359,635.3333333333334,248.0,560.3333333333334,649.6666666666666,611,322,259,819,40,12,14,58,40,11,73,22,2
2024-07-23,499,283,981,469,1,0,216,0.508664627930683,661.6666666666666,247.66666666666666,666.3333333333334,619.6666666666666,499,283,981,469,99,90,65,41,95,29,11,50,88
2024-07-23,753,594,113,999,2,0,159,6.663716814159292,621.0,399.6666666666667,451.0,762.3333333333334,1506,1188,226,1998,26,43,74,51,67,94,96,23,91
2024-07-23,982,526,277,591,0,0,456,3.545126353790614,744.6666666666666,467.6666666666667,457.0,686.3333333333334,0,0,0,0,74,70,10,62,4,86,24,12,75
2024-07-23,570,277,511,236,0,0,293,1.1154598825831703,768.3333333333334,465.6666666666667,300.3333333333333,608.6666666666666,0,0,0,0,68,71,7,60,52,64,24,28,25
2024-07-23,242,527,977,466,1,1,-285,0.24769703172978505,598.0,443.3333333333333,588.3333333333334,431.0,242,527,977,466,56,77,54,33,7,40,3,57,47
2024-07-23,191,393,152,283,2,1,-202,1.256578947368421,334.3333333333333,399.0,546.6666666666666,328.3333333333333,382,786,304,566,16,75,95,38,21,19,3,90,7
2024-07-23,453,951,507,687,0,0,-498,0.893491124260355,295.3333333333333,623.6666666666666,545.3333333333334,478.6666666666667,0,0,0,0,70,35,5,40,6,5,8,94,4
2024-07-23,933,250,946,386,1,0,683,0.9862579281183932,525.6666666666666,531.3333333333334,535.0,452.0,933,250,946,386,90,60,52,36,21,74,14,42,10
2024-07-23,899,483,121,571,0,0,416,7.429752066115703,761.6666666666666,561.3333333333334,524.6666666666666,548.0,0,0,0,0,46,80,19,64,45,98,25,9,41
2024-07-23,826,737,129,474,0,1,89,6.403100775193798,886.0,490.0,398.6666666666667,477.0,0,0,0,0,78,39,38,78,29,3,78,30,98
2024-07-23,953,912,802,753,1,1,41,1.188279301745636,892.6666666666666,710.6666666666666,350.6666666666667,599.3333333333334,953,912,802,753,12,92,98,31,15,92,89,73,90
2024-07-23,150,407,359,848,1,1,-257,0.4178272980501393,643.0,685.3333333333334,430.0,691.6666666666666,150,407,359,848,10,26,71,7,78,9,91,87,40
2024-07-23,764,435,304,636,0,0,329,2.513157894736842,622.3333333333334,584.6666666666666,488.3333333333333,745.6666666666666,0,0,0,0,89,0,33,96,4,50,70,96,18
2024-07-23,797,845,158,610,0,0,-48,5.044303797468355,570.3333333333334,562.3333333333334,273.6666666666667,698.0,0,0,0,0,85,33,56,17,66,92,31,13,47
2024-07-24,674,991,570,901,1,0,-317,1.182456140350877,745.0,757.0,344.0,715.6666666666666,674,991,570,901,91,67,18,44,22,37,75,98,52
2024-07-24,289,474,875,678,0,0,-185,0.3302857142857143,586.6666666666666,770.0,534.3333333333334,729.6666666666666,0,0,0,0,23,87,70,92,60,0,98,33,54
2024-07-24,224,107,565,349,0,1,117,0.39646017699115044,395.6666666666667,524.0,670.0,642.6666666666666,0,0,0,0,92,20,30,95,73,7,51,16,60
2024-07-24,249,440,111,609,1,0,-191,2.2432432432432434,254.0,340.3333333333333,517.0,545.3333333333334,249,440,111,609,72,32,81,32,4,80,31,20,31
2024-07-24,413,228,730,729,0,0,185,0.5657534246575342,295.3333333333333,258.3333333333333,468.6666666666667,562.3333333333334,0,0,0,0,3,6,39,4,22,82,8,95,45
2024-07-24,669,875,389,172,0,0,-206,1.7197943444730077,443.6666666666667,514.3333333333334,410.0,503.3333333333333,0,0,0,0,45,64,13,81,78,62,77,66,91
2024-07-24,441,768,949,381,2,1,-327,0.46469968387776606,507.6666666666667,623.6666666666666,689.3333333333334,427.3333333333333,882,1536,1898,762,17,2,99,73,81,32,12,57,35
2024-07-24,404,451,859,459,1,1,-47,0.470314318975553,504.6666666666667,698.0,732.3333333333334,337.3333333333333,404,451,859,459,42,50,80,35,24,14,55,78,17
2024-07-24,791,457,453,109,2,0,334,1.7461368653421634,545.3333333333334,558.6666666666666,753.6666666666666,316.3333333333333,1582,914,906,218,79,78,36,96,7,30,43,7,73
2024-07-24,781,616,738,310,2,1,165,1.0582655826558265,658.6666666666666,508.0,683.3333333333334,292.6666666666667,1562,1232,1476,620,32,94,43,22,94,20,96,95,95
2024-07-24,937,594,174,934,2,1,343,5.385057471264368,836.3333333333334,555.6666666666666,455.0,451.0,1874,1188,348,1868,92,53,8,39,20,2,95,37,17
2024-07-24,882,185,972,251,0,1,697,0.9074074074074074,866.6666666666666,465.0,628.0,498.3333333333333,0,0,0,0,9,79,57,4,1,65,82,25,11
2024-07-24,153,274,815,104,0,1,-121,0.18773006134969325,657.3333333333334,351.0,653.6666666666666,429.6666666666667,0,0,0,0,72,73,19,33,21,34,29,63,71
2024-07-24,543,901,660,294,2,1,-358,0.8227272727272728,526.0,453.3333333333333,815.6666666666666,216.33333333333334,1086,1802,1320,588,58,92,91,23,71,40,15,29,96
2024-07-24,712,292,690,382,2,0,420,1.0318840579710145,469.3333333333333,489.0,721.6666666666666,260.0,1424,584,1380,764,30,58,49,16,86,58,11,8,45
2024-07-24,363,410,540,563,2,0,-47,0.6722222222222223,539.3333333333334,534.3333333333334,630.0,413.0,726,820,1080,1126,27,5,19,94,95,15,73,31,54
2024-07-24,152,218,340,212,0,0,-66,0.4470588235294118,409.0,306.6666666666667,523.3333333333334,385.6666666666667,0,0,0,0,59,28,35,70,71,55,65,10,37
2024-07-24,671,317,960,370,2,1,354,0.6989583333333333,395.3333333333333,315.0,613.3333333333334,381.6666666666667,1342,634,1920,740,2,16,26,80,67,44,17,85,77
2024-07-24,719,526,253,262,2,1,193,2.841897233201581,514.0,353.6666666666667,517.6666666666666,281.3333333333333,1438,1052,506,524,54,59,71,91,63,58,12,33,1
2024-07-24,104,513,885,559,1,1,-409,0.11751412429378531,498.0,452.0,699.3333333333334,397.0,104,513,885,559,13,21,31,21,93,49,92,17,8
2024-07-24,202,213,195,204,1,1,-11,1.035897435897436,341.6666666666667,417.3333333333333,444.3333333333333,341.6666666666667,202,213,195,204,57,23,0,14,18,84,23,18,4
2024-07-24,295,244,825,792,0,0,51,0.3575757575757576,200.33333333333334,323.3333333333333,635.0,518.3333333333334,0,0,0,0,88,80,16,14,86,11,11,53,97
2024-07-25,873,637,393,655,1,0,236,2.2213740458015265,456.6666666666667,364.6666666666667,471.0,550.3333333333334,873,637,393,655,14,84,8,24,81,91,59,81,18
2024-07-25,976,747,308,381,1,0,229,3.168831168831169,714.6666666666666,542.6666666666666,508.6666666666667,609.3333333333334,976,747,308,381,1,50,83,52,52,11,59,36,70
2024-07-25,983,402,442,786,1,0,581,2.223981900452489,944.0,595.3333333333334,381.0,607.3333333333334,983,402,442,786,23,49,44,20,92,32,92,81,38
2024-07-25,449,843,187,261,0,0,-394,2.4010695187165774,802.6666666666666,664.0,312.3333333333333,476.0,0,0,0,0,77,10,95,65,86,83,85,11,41
2024-07-25,146,980,917,450,1,0,-834,0.15921483097055616,526.0,741.6666666666666,515.3333333333334,499.0,146,980,917,450,63,55,65,90,96,48,99,3,16
2024-07-25,966,687,875,533,0,1,279,1.104,520.3333333333334,836.6666666666666,659.6666666666666,414.6666666666667,0,0,0,0,70,70,31,31,51,20,0,42,62
2024-07-25,922,939,489,951,2,1,-17,1.885480572597137,678.0,868.6666666666666,760.3333333333334,644.6666666666666,1844,1878,978,1902,99,41,44,20,46,59,42,26,89
2024-07-25,919,444,424,239,1,0,475,2.167452830188679,935.6666666666666,690.0,596.0,574.3333333333334,919,444,424,239,23,38,8,67,81,51,54,50,45
2024-07-25,755,913,988,570,0,1,-158,0.7641700404858299,865.3333333333334,765.3333333333334,633.6666666666666,586.6666666666666,0,0,0,0,26,68,29,43,53,53,39,4,90
2024-07-25,368,900,931,231,1,0,-532,0.3952738990332975,680.6666666666666,752.3333333333334,781.0,346.6666666666667,368,900,931,231,36,47,83,82,43,38,63,5,91
2024-07-25,469,100,256,186,2,0,369,1.83203125,530.6666666666666,637.6666666666666,725.0,329.0,938,200,512,372,93,56,37,65,96,48,33,76,19
2024-07-25,735,246,767,787,0,1,489,0.9582790091264668,524.0,415.3333333333333,651.3333333333334,401.3333333333333,0,0,0,0,90,20,59,89,6,63,33,86,69
2024-07-25,205,386,750,282,0,0,-181,0.2733333333333333,469.6666666666667,244.0,591.0,418.3333333333333,0,0,0,0,38,81,0,97,91,99,47,55,7
2024-07-25,769,753,732,467,0,0,16,1.0505464480874316,569.6666666666666,461.6666666666667,749.6666666666666,512.0,0,0,0,0,62,98,4,13,0,85,32,88,95
2024-07-25,758,152,676,228,2,0,606,1.121301775147929,577.3333333333334,430.3333333333333,719.3333333333334,325.6666666666667,1516,304,1352,456,78,19,62,14,62,25,67,67,18
2024-07-25,756,403,718,345,2,1,353,1.052924791086351,761.0,436.0,708.6666666666666,346.6666666666667,1512,806,1436,690,25,14,98,19,97,70,29,95,31
2024-07-25,219,168,758,700,2,1,51,0.28891820580474936,577.6666666666666,241.0,717.3333333333334,424.3333333333333,438,336,1516,1400,64,68,35,33,38,6,83,43,18
2024-07-25,930,460,236,677,0,1,470,3.940677966101695,635.0,343.6666666666667,570.6666666666666,574.0,0,0,0,0,3,76,64,35,18,71,89,14,23
2024-07-25,886,701,773,769,2,1,185,1.1461836998706338,678.3333333333334,443.0,589.0,715.3333333333334,1772,1402,1546,1538,28,50,77,82,30,61,78,89,23
2024-07-25,703,319,527,998,1,0,384,1.333965844402277,839.6666666666666,493.3333333333333,512.0,814.6666666666666,703,319,527,998,0,75,72,8,76,89,70,41,55
2024-07-25,157,803,551,477,2,1,-646,0.2849364791288566,582.0,607.6666666666666,617.0,748.0,314,1606,1102,954,49,61,93,70,23,87,70,10,80
2024-07-25,445,674,711,248,0,1,-229,0.6258790436005626,435.0,598.6666666666666,596.3333333333334,574.3333333333334,0,0,0,0,85,84,23,29,68,23,28,72,17
