date,lux1,lux2,lux3,lux4,weather_condition,season,lux_diff_1_2,lux_ratio_1_3,lux1_moving_avg,lux1_weather_interaction,light1,light2,light3,light4,light5,light6,light7,light8,light9
2024-07-23,119,896,665,546,0,1,-777,0.17894736842105263,346.0,0,39,23,8,83,26,43,28,89,88
2024-07-23,420,284,663,559,0,1,136,0.6334841628959276,441.0,0,5,14,11,90,83,66,19,97,60
2024-07-23,875,138,759,571,1,1,737,1.152832674571805,471.3333333333333,875,37,35,40,37,63,61,19,9,61
2024-07-23,611,322,259,819,1,0,289,2.359073359073359,635.3333333333334,611,40,12,14,58,40,11,73,22,2
2024-07-23,499,283,981,469,1,0,216,0.508664627930683,661.6666666666666,499,99,90,65,41,95,29,11,50,88
2024-07-23,753,594,113,999,2,0,159,6.663716814159292,621.0,1506,26,43,74,51,67,94,96,23,91
2024-07-23,982,526,277,591,0,0,456,3.545126353790614,744.6666666666666,0,74,70,10,62,4,86,24,12,75
2024-07-23,570,277,511,236,0,0,293,1.1154598825831703,768.3333333333334,0,68,71,7,60,52,64,24,28,25
2024-07-23,242,527,977,466,1,1,-285,0.24769703172978505,598.0,242,56,77,54,33,7,40,3,57,47
2024-07-23,191,393,152,283,2,1,-202,1.256578947368421,334.3333333333333,382,16,75,95,38,21,19,3,90,7
2024-07-23,453,951,507,687,0,0,-498,0.893491124260355,295.3333333333333,0,70,35,5,40,6,5,8,94,4
2024-07-23,933,250,946,386,1,0,683,0.9862579281183932,525.6666666666666,933,90,60,52,36,21,74,14,42,10
2024-07-23,899,483,121,571,0,0,416,7.429752066115703,761.6666666666666,0,46,80,19,64,45,98,25,9,41
2024-07-23,826,737,129,474,0,1,89,6.403100775193798,886.0,0,78,39,38,78,29,3,78,30,98
2024-07-23,953,912,802,753,1,1,41,1.188279301745636,892.6666666666666,953,12,92,98,31,15,92,89,73,90
2024-07-23,150,407,359,848,1,1,-257,0.4178272980501393,643.0,150,10,26,71,7,78,9,91,87,40
2024-07-23,764,435,304,636,0,0,329,2.513157894736842,622.3333333333334,0,89,0,33,96,4,50,70,96,18
2024-07-23,797,845,158,610,0,0,-48,5.044303797468355,570.3333333333334,0,85,33,56,17,66,92,31,13,47
2024-07-24,674,991,570,901,1,0,-317,1.182456140350877,745.0,674,91,67,18,44,22,37,75,98,52
2024-07-24,289,474,875,678,0,0,-185,0.3302857142857143,586.6666666666666,0,23,87,70,92,60,0,98,33,54
2024-07-24,224,107,565,349,0,1,117,0.39646017699115044,395.6666666666667,0,92,20,30,95,73,7,51,16,60
2024-07-24,249,440,111,609,1,0,-191,2.2432432432432434,254.0,249,72,32,81,32,4,80,31,20,31
2024-07-24,413,228,730,729,0,0,185,0.5657534246575342,295.3333333333333,0,3,6,39,4,22,82,8,95,45
2024-07-24,669,875,389,172,0,0,-206,1.7197943444730077,443.6666666666667,0,45,64,13,81,78,62,77,66,91
2024-07-24,441,768,949,381,2,1,-327,0.46469968387776606,507.6666666666667,882,17,2,99,73,81,32,12,57,35
2024-07-24,404,451,859,459,1,1,-47,0.470314318975553,504.6666666666667,404,42,50,80,35,24,14,55,78,17
2024-07-24,791,457,453,109,2,0,334,1.7461368653421634,545.3333333333334,1582,79,78,36,96,7,30,43,7,73
2024-07-24,781,616,738,310,2,1,165,1.0582655826558265,658.6666666666666,1562,32,94,43,22,94,20,96,95,95
2024-07-24,937,594,174,934,2,1,343,5.385057471264368,836.3333333333334,1874,92,53,8,39,20,2,95,37,17
2024-07-24,882,185,972,251,0,1,697,0.9074074074074074,866.6666666666666,0,9,79,57,4,1,65,82,25,11
2024-07-24,153,274,815,104,0,1,-121,0.18773006134969325,657.3333333333334,0,72,73,19,33,21,34,29,63,71
2024-07-24,543,901,660,294,2,1,-358,0.8227272727272728,526.0,1086,58,92,91,23,71,40,15,29,96
2024-07-24,712,292,690,382,2,0,420,1.0318840579710145,469.3333333333333,1424,30,58,49,16,86,58,11,8,45
2024-07-24,363,410,540,563,2,0,-47,0.6722222222222223,539.3333333333334,726,27,5,19,94,95,15,73,31,54
2024-07-24,152,218,340,212,0,0,-66,0.4470588235294118,409.0,0,59,28,35,70,71,55,65,10,37
2024-07-24,671,317,960,370,2,1,354,0.6989583333333333,395.3333333333333,1342,2,16,26,80,67,44,17,85,77
2024-07-24,719,526,253,262,2,1,193,2.841897233201581,514.0,1438,54,59,71,91,63,58,12,33,1
2024-07-24,104,513,885,559,1,1,-409,0.11751412429378531,498.0,104,13,21,31,21,93,49,92,17,8
2024-07-24,202,213,195,204,1,1,-11,1.035897435897436,341.6666666666667,202,57,23,0,14,18,84,23,18,4
2024-07-24,295,244,825,792,0,0,51,0.3575757575757576,200.33333333333334,0,88,80,16,14,86,11,11,53,97
2024-07-25,873,637,393,655,1,0,236,2.2213740458015265,456.6666666666667,873,14,84,8,24,81,91,59,81,18
2024-07-25,976,747,308,381,1,0,229,3.168831168831169,714.6666666666666,976,1,50,83,52,52,11,59,36,70
2024-07-25,983,402,442,786,1,0,581,2.223981900452489,944.0,983,23,49,44,20,92,32,92,81,38
2024-07-25,449,843,187,261,0,0,-394,2.4010695187165774,802.6666666666666,0,77,10,95,65,86,83,85,11,41
2024-07-25,146,980,917,450,1,0,-834,0.15921483097055616,526.0,146,63,55,65,90,96,48,99,3,16
2024-07-25,966,687,875,533,0,1,279,1.104,520.3333333333334,0,70,70,31,31,51,20,0,42,62
2024-07-25,922,939,489,951,2,1,-17,1.885480572597137,678.0,1844,99,41,44,20,46,59,42,26,89
2024-07-25,919,444,424,239,1,0,475,2.167452830188679,935.6666666666666,919,23,38,8,67,81,51,54,50,45
2024-07-25,755,913,988,570,0,1,-158,0.7641700404858299,865.3333333333334,0,26,68,29,43,53,53,39,4,90
2024-07-25,368,900,931,231,1,0,-532,0.3952738990332975,680.6666666666666,368,36,47,83,82,43,38,63,5,91
2024-07-25,469,100,256,186,2,0,369,1.83203125,530.6666666666666,938,93,56,37,65,96,48,33,76,19
2024-07-25,735,246,767,787,0,1,489,0.9582790091264668,524.0,0,90,20,59,89,6,63,33,86,69
2024-07-25,205,386,750,282,0,0,-181,0.2733333333333333,469.6666666666667,0,38,81,0,97,91,99,47,55,7
2024-07-25,769,753,732,467,0,0,16,1.0505464480874316,569.6666666666666,0,62,98,4,13,0,85,32,88,95
2024-07-25,758,152,676,228,2,0,606,1.121301775147929,577.3333333333334,1516,78,19,62,14,62,25,67,67,18
2024-07-25,756,403,718,345,2,1,353,1.052924791086351,761.0,1512,25,14,98,19,97,70,29,95,31
2024-07-25,219,168,758,700,2,1,51,0.28891820580474936,577.6666666666666,438,64,68,35,33,38,6,83,43,18
2024-07-25,930,460,236,677,0,1,470,3.940677966101695,635.0,0,3,76,64,35,18,71,89,14,23
2024-07-25,886,701,773,769,2,1,185,1.1461836998706338,678.3333333333334,1772,28,50,77,82,30,61,78,89,23
2024-07-25,703,319,527,998,1,0,384,1.333965844402277,839.6666666666666,703,0,75,72,8,76,89,70,41,55
2024-07-25,157,803,551,477,2,1,-646,0.2849364791288566,582.0,314,49,61,93,70,23,87,70,10,80
2024-07-25,445,674,711,248,0,1,-229,0.6258790436005626,435.0,0,85,84,23,29,68,23,28,72,17
2024-07-26,840,684,949,951,1,1,156,0.8851422550052687,480.6666666666667,840,10,36,3,76,86,39,22,10,11
2024-07-26,573,260,918,532,2,0,313,0.6241830065359477,619.3333333333334,1146,73,5,77,90,82,75,33,65,40
2024-07-26,216,780,240,727,1,1,-564,0.9,543.0,216,58,70,88,62,64,46,83,26,86
2024-07-26,929,188,182,825,1,1,741,5.104395604395604,572.6666666666666,929,61,25,67,34,32,7,14,57,47
2024-07-26,890,787,276,568,0,0,103,3.2246376811594204,678.3333333333334,0,80,7,24,12,58,53,96,89,81
2024-07-26,226,880,297,545,1,0,-654,0.7609427609427609,681.6666666666666,226,35,72,73,78,32,8,52,71,63
2024-07-26,492,684,723,580,1,0,-192,0.6804979253112033,536.0,492,55,90,98,45,31,2,16,20,15
2024-07-26,740,856,667,983,0,0,-116,1.1094452773613193,486.0,0,89,3,6,55,58,53,63,20,79
2024-07-26,157,688,790,393,0,1,-531,0.19873417721518988,463.0,0,20,20,12,8,91,20,83,71,99
2024-07-26,733,258,520,864,0,0,475,1.4096153846153847,543.3333333333334,0,12,30,67,86,40,94,60,0,22
2024-07-26,612,588,500,242,1,1,24,1.224,500.6666666666667,612,8,20,42,35,11,47,56,57,85
2024-07-26,850,423,797,349,1,1,427,1.066499372647428,731.6666666666666,850,10,24,56,2,72,46,76,12,38
2024-07-26,901,709,570,977,1,1,192,1.580701754385965,787.6666666666666,901,74,14,35,97,10,87,87,72,32
2024-07-26,195,480,317,401,0,1,-285,0.6151419558359621,648.6666666666666,0,69,34,13,18,96,67,36,91,23
2024-07-26,737,201,927,124,2,1,536,0.7950377562028047,611.0,1474,0,48,81,27,18,83,6,5,60
2024-07-26,217,593,828,888,1,0,-376,0.26207729468599034,383.0,217,69,42,71,22,53,62,7,86,54
2024-07-26,659,743,731,988,2,1,-84,0.9015047879616963,537.6666666666666,1318,76,40,95,6,56,15,86,99,60
2024-07-26,700,713,274,989,0,1,-13,2.5547445255474455,525.3333333333334,0,85,36,26,75,41,73,77,57,83
2024-07-26,587,118,122,169,1,1,469,4.811475409836065,648.6666666666666,587,55,56,36,13,97,89,67,16,96
2024-07-26,336,553,824,724,2,0,-217,0.4077669902912621,541.0,672,30,41,86,45,70,92,20,72,94
2024-07-26,984,581,334,974,1,1,403,2.946107784431138,635.6666666666666,984,85,46,70,14,30,4,60,11,39
2024-07-26,996,693,112,211,1,1,303,8.892857142857142,772.0,996,36,91,75,66,51,10,73,85,57
2024-07-27,371,496,200,463,1,0,-125,1.855,783.6666666666666,371,46,60,24,14,1,28,85,51,71
2024-07-27,288,378,635,402,2,1,-90,0.45354330708661417,551.6666666666666,576,90,13,66,50,82,78,93,75,73
2024-07-27,803,950,975,570,0,1,-147,0.8235897435897436,487.3333333333333,0,77,67,89,87,37,69,93,69,0
2024-07-27,546,464,622,190,1,0,82,0.8778135048231511,545.6666666666666,546,46,52,3,7,31,47,79,72,84
2024-07-27,680,430,884,629,0,1,250,0.7692307692307693,676.3333333333334,0,68,83,99,68,9,14,74,51,24
2024-07-27,889,740,551,760,0,1,149,1.6134301270417424,705.0,0,57,33,78,61,7,83,85,36,95
2024-07-27,960,443,530,838,2,1,517,1.8113207547169812,843.0,1920,35,75,95,50,89,33,28,2,52
2024-07-27,346,921,892,825,2,1,-575,0.38789237668161436,731.6666666666666,692,31,96,92,62,93,59,24,97,60
2024-07-27,175,554,705,971,0,1,-379,0.24822695035460993,493.6666666666667,0,97,23,73,67,74,61,57,7,45
2024-07-27,253,700,812,762,1,0,-447,0.31157635467980294,258.0,253,63,19,84,77,19,1,13,9,73
2024-07-27,755,824,632,291,2,0,-69,1.1946202531645569,394.3333333333333,1510,70,68,15,15,19,79,77,46,59
2024-07-27,534,754,951,651,1,0,-220,0.5615141955835962,514.0,534,41,29,18,83,8,18,65,40,50
2024-07-27,185,164,822,341,1,1,21,0.22506082725060828,491.3333333333333,185,47,87,28,23,71,97,53,63,72
2024-07-27,796,175,751,237,1,1,621,1.0599201065246338,505.0,796,73,6,50,5,14,48,76,41,83
2024-07-27,384,810,392,444,0,1,-426,0.9795918367346939,455.0,0,80,35,17,56,97,77,66,42,47
2024-07-27,319,242,909,279,1,0,77,0.3509350935093509,499.6666666666667,319,29,37,57,30,87,87,29,8,83
2024-07-27,168,927,200,811,0,1,-759,0.84,290.3333333333333,0,20,79,43,5,96,27,17,13,39
2024-07-27,146,704,601,602,0,1,-558,0.24292845257903495,211.0,0,59,51,15,98,62,47,53,90,6
2024-07-27,193,572,403,302,1,1,-379,0.47890818858560796,169.0,193,12,14,64,78,90,95,99,95,74
2024-07-27,849,516,970,672,1,0,333,0.8752577319587629,396.0,849,0,45,1,28,20,36,20,3,84
2024-07-27,552,404,639,291,1,0,148,0.863849765258216,531.3333333333334,552,64,22,55,66,4,73,52,1,18
2024-07-27,303,835,652,104,1,1,-532,0.4647239263803681,568.0,303,32,11,78,74,34,48,82,96,14
2024-07-28,317,596,454,989,0,1,-279,0.698237885462555,390.6666666666667,0,37,92,27,2,84,47,15,84,69
2024-07-28,573,390,402,336,1,1,183,1.4253731343283582,397.6666666666667,573,24,43,64,27,67,72,27,0,60
2024-07-28,531,201,595,792,1,0,330,0.892436974789916,473.6666666666667,531,25,14,4,73,47,87,3,74,55
2024-07-28,440,366,757,410,0,0,74,0.5812417437252312,514.6666666666666,0,76,92,21,96,79,99,54,64,9
2024-07-28,650,966,867,648,2,0,-316,0.7497116493656286,540.3333333333334,1300,58,48,99,47,94,28,14,45,45
2024-07-28,711,721,326,155,2,1,-10,2.1809815950920246,600.3333333333334,1422,91,20,12,79,89,59,63,58,79
2024-07-28,388,941,335,542,0,0,-553,1.1582089552238806,583.0,0,32,14,64,9,61,28,64,74,74
2024-07-28,353,876,972,336,2,1,-523,0.3631687242798354,484.0,706,40,13,15,32,34,57,15,6,56
2024-07-28,833,102,991,969,0,1,731,0.8405650857719476,524.6666666666666,0,29,41,85,99,69,47,19,65,34
2024-07-28,456,184,554,960,1,0,272,0.8231046931407943,547.3333333333334,456,56,79,63,66,96,22,63,14,71
2024-07-28,122,893,112,296,1,1,-771,1.0892857142857142,470.3333333333333,122,48,14,31,68,20,26,32,71,91
2024-07-28,861,427,309,684,2,0,434,2.7864077669902914,479.6666666666667,1722,47,62,79,11,79,94,80,46,2
2024-07-28,621,915,840,670,1,1,-294,0.7392857142857143,534.6666666666666,621,71,67,50,56,38,6,68,89,65
2024-07-28,857,549,496,851,2,1,308,1.7278225806451613,779.6666666666666,1714,48,26,78,43,33,48,68,39,52
2024-07-28,936,553,199,613,2,0,383,4.703517587939698,804.6666666666666,1872,46,86,57,12,14,53,57,41,77
2024-07-28,199,728,130,548,1,1,-529,1.5307692307692307,664.0,199,55,92,45,23,5,67,38,50,51
2024-07-28,901,320,997,459,1,1,581,0.9037111334002006,678.6666666666666,901,64,52,51,43,65,77,76,34,92
2024-07-28,279,253,627,799,2,1,26,0.4449760765550239,459.6666666666667,558,11,51,62,56,87,41,35,40,52
2024-07-28,322,764,748,918,1,1,-442,0.4304812834224599,500.6666666666667,322,68,62,75,95,55,73,93,84,53
2024-07-28,861,111,428,129,0,1,750,2.0116822429906542,487.3333333333333,0,87,72,59,15,48,58,67,56,46
2024-07-28,758,232,265,878,1,1,526,2.860377358490566,647.0,758,5,52,64,95,91,43,86,37,2
2024-07-28,541,403,558,207,1,1,138,0.9695340501792115,720.0,541,88,56,80,99,0,97,20,71,64
2024-07-29,707,392,921,943,0,1,315,0.7676438653637351,668.6666666666666,0,64,51,54,20,64,25,62,95,14
2024-07-29,868,399,199,701,1,0,469,4.36180904522613,705.3333333333334,868,24,42,56,75,27,22,84,7,83
2024-07-29,424,839,720,816,1,0,-415,0.5888888888888889,666.3333333333334,424,0,6,91,50,99,72,5,73,85
2024-07-29,615,882,954,990,2,1,-267,0.6446540880503144,635.6666666666666,1230,31,41,70,20,19,7,23,62,33
2024-07-29,115,142,272,544,1,1,-27,0.4227941176470588,384.6666666666667,115,2,3,72,59,47,52,52,86,49
2024-07-29,891,442,848,992,1,0,449,1.0507075471698113,540.3333333333334,891,48,68,85,50,71,13,94,3,32
2024-07-29,435,425,261,537,0,1,10,1.6666666666666667,480.3333333333333,0,18,4,25,20,64,70,82,47,72
2024-07-29,858,913,827,831,2,0,-55,1.037484885126965,728.0,1716,59,74,11,5,89,6,75,51,2
2024-07-29,357,597,875,989,2,0,-240,0.408,550.0,714,28,91,70,72,50,8,77,37,1
2024-07-29,596,463,362,705,2,0,133,1.6464088397790055,603.6666666666666,1192,49,79,45,64,42,2,49,93,3
2024-07-29,995,990,903,556,1,1,5,1.1018826135105204,649.3333333333334,995,1,40,46,75,48,77,11,86,15
2024-07-29,259,526,373,714,2,1,-267,0.6943699731903485,616.6666666666666,518,72,93,78,57,24,16,55,4,53
2024-07-29,574,120,102,834,0,1,454,5.627450980392157,609.3333333333334,0,55,3,37,77,73,43,14,84,32
2024-07-29,951,506,127,797,2,0,445,7.488188976377953,594.6666666666666,1902,16,1,20,5,75,85,82,69,8
2024-07-29,763,718,425,795,0,0,45,1.795294117647059,762.6666666666666,0,59,66,13,64,40,45,91,80,56
2024-07-29,789,435,248,594,2,0,354,3.181451612903226,834.3333333333334,1578,35,20,1,85,70,89,39,88,39
2024-07-29,774,914,639,773,2,1,-140,1.2112676056338028,775.3333333333334,1548,60,69,71,33,63,57,40,23,51
2024-07-29,479,216,587,346,0,0,263,0.8160136286201022,680.6666666666666,0,16,42,69,55,60,27,68,85,81
2024-07-29,644,223,921,642,2,0,421,0.6992399565689468,632.3333333333334,1288,48,81,32,74,11,13,68,76,15
2024-07-29,790,498,537,663,2,1,292,1.4711359404096833,637.6666666666666,1580,75,68,5,2,80,8,5,16,7
2024-07-29,526,892,164,956,2,0,-366,3.207317073170732,653.3333333333334,1052,59,8,89,41,68,25,86,77,86
2024-07-29,712,903,455,687,1,0,-191,1.5648351648351648,676.0,712,19,83,36,61,13,1,66,97,59
2024-07-30,367,814,632,996,0,1,-447,0.5806962025316456,535.0,0,49,27,13,5,33,74,32,89,35
2024-07-30,934,150,351,538,2,1,784,2.660968660968661,671.0,1868,2,25,36,5,47,80,42,82,2
2024-07-30,676,882,334,377,0,0,-206,2.0239520958083834,659.0,0,42,81,7,62,60,33,20,25,14
2024-07-30,516,423,326,651,0,1,93,1.5828220858895705,708.6666666666666,0,56,82,76,19,80,18,83,2,96
2024-07-30,267,888,624,712,0,0,-621,0.42788461538461536,486.3333333333333,0,49,2,12,20,34,38,64,1,81
2024-07-30,941,240,412,210,2,1,701,2.283980582524272,574.6666666666666,1882,67,72,39,1,64,81,16,91,22
2024-07-30,142,569,148,484,2,0,-427,0.9594594594594594,450.0,284,80,99,91,89,58,12,92,1,2
2024-07-30,655,886,217,932,0,1,-231,3.0184331797235022,579.3333333333334,0,49,94,57,94,35,4,7,21,29
2024-07-30,384,901,153,860,1,0,-517,2.5098039215686274,393.6666666666667,384,36,48,17,89,78,49,63,70,44
2024-07-30,496,433,749,290,0,1,63,0.6622162883845126,511.6666666666667,0,45,16,56,55,18,22,89,3,16
2024-07-30,111,992,664,589,1,1,-881,0.16716867469879518,330.3333333333333,111,41,62,82,95,41,87,27,37,57
2024-07-30,706,472,143,793,0,1,234,4.937062937062937,437.6666666666667,0,14,54,37,9,68,28,97,83,57
2024-07-30,401,663,914,525,0,1,-262,0.4387308533916849,406.0,0,32,22,31,86,18,71,89,69,95
2024-07-30,997,593,152,504,0,1,404,6.559210526315789,701.3333333333334,0,79,33,85,69,38,25,12,72,56
2024-07-30,352,638,685,434,2,1,-286,0.5138686131386861,583.3333333333334,704,10,68,65,22,68,78,12,51,6
2024-07-30,598,768,657,308,1,1,-170,0.9101978691019786,649.0,598,19,14,76,91,51,56,37,30,38
2024-07-30,853,850,624,121,1,0,3,1.3669871794871795,601.0,853,23,46,86,29,11,0,24,25,77
2024-07-30,134,255,776,777,0,0,-121,0.17268041237113402,528.3333333333334,0,63,2,24,77,82,27,61,35,57
2024-07-30,826,390,201,710,2,1,436,4.109452736318408,604.3333333333334,1652,79,82,91,36,46,61,22,25,55
2024-07-30,948,747,891,307,2,1,201,1.063973063973064,636.0,1896,93,27,57,54,75,46,85,27,14
2024-07-30,189,243,869,107,1,0,-54,0.21749136939010358,654.3333333333334,189,97,2,74,95,35,77,20,4,43
2024-07-30,875,205,948,801,2,0,670,0.9229957805907173,670.6666666666666,1750,64,3,32,48,62,97,53,73,11
2024-07-31,704,519,967,786,1,1,185,0.7280248190279214,589.3333333333334,704,87,87,87,33,75,58,62,17,7
2024-07-31,701,769,497,884,1,0,-68,1.4104627766599598,760.0,701,87,30,65,43,81,30,29,14,79
2024-07-31,517,757,237,628,1,0,-240,2.181434599156118,640.6666666666666,517,72,44,29,21,50,69,74,56,40
2024-07-31,214,101,774,701,2,1,113,0.27648578811369506,477.3333333333333,428,85,58,80,30,42,48,67,96,33
2024-07-31,716,688,486,752,1,1,28,1.4732510288065843,482.3333333333333,716,75,44,33,6,33,4,96,4,45
2024-07-31,295,743,210,756,1,1,-448,1.4047619047619047,408.3333333333333,295,16,74,85,20,96,30,75,36,87
2024-07-31,925,189,713,265,0,0,736,1.297335203366059,645.3333333333334,0,88,36,68,15,48,36,72,85,28
2024-07-31,600,444,116,948,1,1,156,5.172413793103448,606.6666666666666,600,91,64,47,19,17,78,31,85,15
2024-07-31,725,449,879,595,1,1,276,0.8248009101251422,750.0,725,60,8,39,42,60,14,74,21,4
2024-07-31,592,558,281,689,0,0,34,2.106761565836299,639.0,0,14,16,50,43,56,51,23,51,4
2024-07-31,174,362,983,528,0,1,-188,0.1770091556459817,497.0,0,93,64,79,46,92,68,6,14,29
2024-07-31,512,450,635,873,2,0,62,0.8062992125984252,426.0,1024,50,2,12,18,4,91,71,16,49
2024-07-31,475,207,640,262,1,0,268,0.7421875,387.0,475,26,25,89,47,88,96,96,50,4
2024-07-31,519,685,270,465,2,0,-166,1.9222222222222223,502.0,1038,85,52,30,95,23,10,88,44,12
2024-07-31,828,138,508,625,2,0,690,1.6299212598425197,607.3333333333334,1656,73,30,38,78,92,42,0,62,98
2024-07-31,376,258,839,338,0,0,118,0.44815256257449343,574.3333333333334,0,60,25,62,68,63,69,2,27,48
2024-07-31,860,682,477,171,2,0,178,1.8029350104821802,688.0,1720,57,22,47,10,58,22,27,58,88
2024-07-31,775,411,287,544,1,1,364,2.700348432055749,670.3333333333334,775,30,29,86,78,37,39,42,85,49
2024-07-31,493,340,957,754,0,1,153,0.5151515151515151,709.3333333333334,0,90,9,47,28,32,62,96,20,13
2024-07-31,968,544,329,921,1,1,424,2.9422492401215807,745.3333333333334,968,11,71,60,44,9,1,45,41,45
2024-07-31,556,397,932,608,1,0,159,0.5965665236051502,672.3333333333334,556,45,88,11,67,36,78,0,80,89
2024-08-01,291,135,951,894,0,1,156,0.305993690851735,605.0,0,30,63,77,35,96,86,37,68,81
2024-08-01,838,183,218,368,1,0,655,3.8440366972477062,561.6666666666666,838,31,21,55,47,86,85,90,81,83
2024-08-01,788,551,255,852,0,1,237,3.0901960784313727,639.0,0,31,14,17,86,10,72,34,16,33
2024-08-01,198,985,883,514,1,0,-787,0.22423556058890148,608.0,198,98,55,26,14,23,46,73,67,70
2024-08-01,647,874,786,344,0,1,-227,0.8231552162849872,544.3333333333334,0,52,73,27,43,87,29,75,6,46
2024-08-01,195,921,564,774,2,0,-726,0.34574468085106386,346.6666666666667,390,60,19,81,66,70,15,73,88,59
2024-08-01,763,484,203,159,1,1,279,3.7586206896551726,535.0,763,45,46,79,95,20,58,53,39,73
2024-08-01,762,271,703,105,0,0,491,1.0839260312944523,573.3333333333334,0,84,86,51,73,19,46,97,39,78
2024-08-01,289,475,797,808,1,1,-186,0.36260978670012545,604.6666666666666,289,73,52,15,39,9,29,23,42,80
2024-08-01,835,784,894,669,1,0,51,0.9340044742729307,628.6666666666666,835,79,52,76,85,88,8,27,72,10
2024-08-01,136,461,601,916,1,1,-325,0.22628951747088186,420.0,136,6,0,57,13,46,64,21,82,97
2024-08-01,879,658,792,506,0,1,221,1.1098484848484849,616.6666666666666,0,3,1,92,62,99,58,15,50,90
2024-08-01,468,990,781,316,2,1,-522,0.5992317541613317,494.3333333333333,936,90,57,8,80,46,63,12,72,84
2024-08-01,794,240,798,125,2,0,554,0.9949874686716792,713.6666666666666,1588,51,18,25,84,14,7,99,22,94
2024-08-01,624,986,274,914,2,0,-362,2.2773722627737225,628.6666666666666,1248,88,61,27,50,43,51,99,94,49
2024-08-01,378,217,833,104,0,0,161,0.453781512605042,598.6666666666666,0,30,77,76,78,61,17,61,31,3
2024-08-01,316,376,844,631,2,0,-60,0.3744075829383886,439.3333333333333,632,74,71,35,57,5,90,42,30,40
2024-08-01,966,825,773,489,0,0,141,1.2496765847347995,553.3333333333334,0,83,11,8,14,65,81,86,16,58
2024-08-01,972,319,520,809,1,1,653,1.8692307692307693,751.3333333333334,972,35,25,46,64,75,95,77,57,59
2024-08-01,897,125,233,670,1,0,772,3.8497854077253217,945.0,897,53,26,77,87,3,57,31,85,80
2024-08-01,372,620,490,547,2,1,-248,0.7591836734693878,747.0,744,53,28,50,54,22,48,66,34,61
2024-08-01,980,882,835,853,0,1,98,1.1736526946107784,749.6666666666666,0,16,14,75,75,12,31,90,29,83
2024-08-02,161,109,600,245,1,0,52,0.2683333333333333,504.3333333333333,161,74,45,56,9,80,47,82,63,24
2024-08-02,695,477,764,487,0,1,218,0.9096858638743456,612.0,0,29,0,31,41,30,44,85,52,86
2024-08-02,979,732,132,884,0,0,247,7.416666666666667,611.6666666666666,0,98,59,66,94,15,53,56,50,78
2024-08-02,828,736,154,348,1,0,92,5.376623376623376,834.0,828,21,91,56,10,40,99,64,36,32
2024-08-02,441,781,618,625,0,0,-340,0.7135922330097088,749.3333333333334,0,42,56,53,15,89,99,68,89,18
2024-08-02,496,683,855,561,1,1,-187,0.5801169590643275,588.3333333333334,496,26,2,15,72,91,84,48,5,56
2024-08-02,798,251,924,112,1,0,547,0.8636363636363636,578.3333333333334,798,36,17,61,77,0,45,32,33,14
2024-08-02,118,819,737,483,1,0,-701,0.16010854816824965,470.6666666666667,118,45,51,83,18,11,95,18,55,40
2024-08-02,276,148,111,655,0,0,128,2.4864864864864864,397.3333333333333,0,34,59,95,30,55,30,35,95,68
2024-08-02,711,253,627,986,1,1,458,1.1339712918660287,368.3333333333333,711,3,33,55,72,49,36,69,24,79
2024-08-02,495,958,819,498,0,0,-463,0.6043956043956044,494.0,0,79,95,22,99,19,15,14,12,59
2024-08-02,544,392,654,118,1,1,152,0.8318042813455657,583.3333333333334,544,79,92,16,52,65,45,99,62,95
2024-08-02,332,679,472,674,1,1,-347,0.7033898305084746,457.0,332,84,88,79,89,35,45,96,65,21
2024-08-02,175,149,583,590,2,0,26,0.30017152658662094,350.3333333333333,350,25,59,37,7,78,77,23,4,42
2024-08-02,364,763,746,850,2,1,-399,0.4879356568364611,290.3333333333333,728,99,25,71,23,37,87,26,74,31
2024-08-02,554,630,327,518,2,1,-76,1.694189602446483,364.3333333333333,1108,18,71,82,7,21,88,48,10,12
2024-08-02,895,711,722,436,0,0,184,1.239612188365651,604.3333333333334,0,80,18,29,82,60,60,74,87,37
2024-08-02,817,159,406,518,0,0,658,2.0123152709359604,755.3333333333334,0,44,21,57,47,49,45,22,77,25
2024-08-02,834,266,556,711,1,0,568,1.5,848.6666666666666,834,25,92,97,29,95,50,32,93,80
2024-08-02,483,301,259,774,1,1,182,1.864864864864865,711.3333333333334,483,21,32,77,57,58,61,40,43,4
2024-08-02,663,956,430,221,1,0,-293,1.541860465116279,660.0,663,57,37,21,85,19,34,55,98,48
2024-08-02,950,245,875,531,1,1,705,1.0857142857142856,698.6666666666666,950,62,34,16,54,35,80,28,84,96
2024-08-03,605,775,324,143,0,1,-170,1.867283950617284,739.3333333333334,0,27,66,14,72,96,41,30,68,90
2024-08-03,466,538,828,971,1,1,-72,0.5628019323671497,673.6666666666666,466,64,82,47,61,14,44,64,1,4
2024-08-03,243,341,603,416,1,1,-98,0.40298507462686567,438.0,243,43,9,31,47,61,67,97,39,70
2024-08-03,984,680,555,480,2,1,304,1.772972972972973,564.3333333333334,1968,99,90,76,3,2,74,17,36,47
2024-08-03,168,786,144,244,1,0,-618,1.1666666666666667,465.0,168,42,14,84,36,92,46,81,48,17
2024-08-03,198,660,313,426,1,0,-462,0.6325878594249201,450.0,198,36,10,39,7,90,78,5,97,94
2024-08-03,495,582,158,462,1,1,-87,3.132911392405063,287.0,495,65,89,96,0,4,29,51,74,5
