date,lux1,lux2,lux3,lux4,weather_condition,season,light1,light2,light3,light4,light5,light6,light7,light8,light9
2024-07-18,262,336,225,242,2,0,2,67,77,57,99,25,76,84,5
2024-07-18,819,629,376,300,0,1,34,43,46,49,53,27,96,59,29
2024-07-18,780,651,303,279,1,1,96,46,2,37,88,63,9,24,62
2024-07-18,260,120,293,813,1,0,20,34,0,54,92,67,6,90,0
2024-07-18,679,836,780,463,2,0,63,86,89,27,10,94,36,9,50
2024-07-18,900,966,763,578,1,0,94,90,23,73,59,79,95,49,88
2024-07-18,497,893,646,664,1,0,51,59,34,85,67,50,44,11,45
2024-07-18,376,619,795,570,0,0,33,89,13,80,77,73,85,91,20
2024-07-18,915,199,385,483,0,1,95,51,66,21,45,47,15,31,98
2024-07-18,603,851,156,791,2,0,34,7,12,42,37,9,87,32,37
2024-07-18,995,577,833,516,2,1,14,79,46,82,60,72,13,71,68
2024-07-18,491,698,402,924,1,0,95,40,49,80,16,38,10,25,62
2024-07-18,234,397,262,407,0,0,5,2,77,87,65,99,82,41,49
2024-07-18,294,625,118,748,2,0,84,95,84,35,71,99,86,49,11
2024-07-18,500,433,469,793,2,1,96,68,25,95,35,18,33,60,68
2024-07-18,739,101,363,466,2,0,31,83,2,51,73,63,59,40,72
2024-07-18,132,474,893,100,1,1,51,13,50,35,6,18,12,56,43
2024-07-18,787,392,212,143,0,1,82,95,39,27,99,75,38,1,51
2024-07-18,559,936,587,838,2,1,96,25,67,77,15,61,43,98,8
2024-07-18,982,652,426,942,0,0,27,69,35,57,13,12,27,97,98
2024-07-18,569,417,641,197,2,1,94,57,50,35,79,24,39,69,64
2024-07-19,474,601,746,819,2,0,84,99,0,69,24,99,15,30,9
2024-07-19,121,927,678,364,0,1,97,39,32,8,3,88,49,22,45
2024-07-19,849,480,164,899,0,0,63,50,6,20,28,91,27,75,99
2024-07-19,769,722,391,882,0,1,78,4,51,63,55,41,67,53,57
2024-07-19,137,113,124,239,1,0,77,76,10,75,5,38,91,27,36
2024-07-19,329,603,648,580,2,0,18,31,26,60,0,29,59,78,51
2024-07-19,464,330,100,336,1,0,14,79,13,93,38,4,11,18,98
2024-07-19,662,183,648,171,0,1,5,0,85,94,0,80,15,75,80
2024-07-19,537,229,240,766,2,1,72,76,79,39,62,17,52,47,12
2024-07-19,875,842,843,289,1,0,83,53,45,55,56,20,53,1,5
2024-07-19,382,937,747,367,2,1,97,10,75,3,66,85,48,10,57
2024-07-19,126,244,287,420,1,1,37,52,9,30,64,49,35,43,47
2024-07-19,325,990,227,206,0,1,25,7,23,26,64,5,61,58,31
2024-07-19,376,956,300,331,1,1,81,24,60,57,20,49,83,58,10
2024-07-19,897,127,226,141,2,1,91,39,17,24,29,79,25,37,80
2024-07-19,708,165,356,801,2,1,50,31,85,68,95,65,55,24,4
2024-07-19,383,262,775,982,2,1,72,87,8,69,32,0,89,20,5
2024-07-19,978,328,646,238,2,0,95,27,16,4,47,56,21,41,73
2024-07-19,580,360,293,714,0,0,52,77,57,90,21,29,72,35,96
2024-07-19,552,548,802,782,1,1,55,2,12,7,93,57,68,8,93
2024-07-19,928,523,203,962,0,0,58,99,49,8,53,51,80,11,20
2024-07-19,915,559,634,372,0,0,69,90,5,14,3,36,48,9,41
2024-07-20,758,775,364,580,0,0,77,83,84,99,86,47,97,58,80
2024-07-20,615,400,901,515,2,1,91,78,50,6,54,86,1,4,26
2024-07-20,646,402,483,605,2,1,57,61,35,95,43,0,52,32,2
2024-07-20,291,386,359,832,2,1,87,26,70,71,88,18,6,68,59
2024-07-20,148,494,513,824,1,1,12,44,99,14,11,45,99,79,92
2024-07-20,611,109,457,952,2,1,42,91,24,36,80,66,76,62,65
2024-07-20,116,806,174,523,1,0,75,24,10,82,78,1,19,28,92
2024-07-20,271,729,454,506,2,1,50,60,43,38,73,55,93,17,48
2024-07-20,319,369,683,667,2,0,18,43,13,5,98,16,29,92,99
2024-07-20,257,691,870,489,0,1,20,96,28,82,51,91,74,5,33
2024-07-20,576,704,287,441,0,0,90,45,73,56,92,81,94,52,36
2024-07-20,145,877,784,713,0,1,82,13,49,91,75,96,66,81,41
2024-07-20,472,943,389,592,1,1,23,7,4,80,64,78,58,31,64
2024-07-20,617,961,144,291,1,1,25,47,71,18,64,21,65,41,59
2024-07-20,198,460,672,598,2,1,44,13,68,62,9,26,2,46,89
2024-07-20,991,356,182,921,1,1,27,64,87,30,17,54,55,30,0
2024-07-20,844,232,222,811,2,1,81,79,56,74,46,31,78,61,58
2024-07-20,136,375,457,332,1,0,99,81,25,78,65,59,16,55,3
2024-07-20,379,875,627,326,1,1,28,6,5,9,48,82,51,10,13
2024-07-20,448,782,165,470,1,0,16,78,15,86,71,27,6,25,17
2024-07-20,596,612,756,238,0,1,67,87,59,66,21,27,4,91,33
2024-07-20,401,412,474,955,1,0,43,48,99,61,85,73,97,26,0
2024-07-21,280,675,261,916,0,0,60,54,11,2,25,83,96,82,52
2024-07-21,706,985,845,248,0,0,92,12,74,17,89,24,53,56,21
2024-07-21,198,383,479,214,1,0,67,72,2,24,8,84,60,26,79
2024-07-21,799,220,755,549,2,0,73,55,62,19,20,77,15,58,60
2024-07-21,215,206,457,162,2,0,24,55,63,57,94,85,66,61,21
2024-07-21,290,786,287,203,2,1,94,14,61,92,62,25,58,19,49
2024-07-21,352,303,421,950,1,0,66,56,5,85,5,74,46,2,15
2024-07-21,260,264,549,970,2,1,1,57,18,49,13,70,47,15,27
2024-07-21,355,404,573,767,0,1,88,34,17,78,32,16,63,43,91
2024-07-21,422,596,112,372,2,0,48,87,79,9,70,81,49,92,85
2024-07-21,227,731,283,105,1,0,69,96,86,20,23,6,84,78,69
2024-07-21,117,655,210,246,2,1,25,15,42,28,72,55,40,29,88
2024-07-21,892,923,607,283,0,0,71,7,72,95,74,63,71,39,41
2024-07-21,834,255,389,127,1,0,98,92,2,9,86,19,21,64,65
2024-07-21,665,466,394,649,2,0,26,86,71,12,50,37,53,28,70
2024-07-21,669,818,550,218,1,0,88,44,37,46,1,74,4,29,80
2024-07-21,422,719,314,392,1,0,17,94,67,22,14,57,16,31,34
2024-07-21,971,350,731,470,1,0,53,39,75,49,34,15,77,9,19
2024-07-21,785,981,993,343,2,0,0,53,43,86,35,50,40,90,1
2024-07-21,891,433,666,679,1,1,60,13,94,94,91,26,91,50,6
2024-07-21,725,741,126,825,2,0,2,58,88,3,38,50,94,7,95
2024-07-21,387,610,729,317,0,1,67,93,79,66,3,74,80,50,48
2024-07-22,953,392,832,276,2,1,40,52,62,84,63,15,34,35,82
2024-07-22,762,119,330,398,0,1,36,26,41,52,73,86,39,54,75
2024-07-22,738,381,664,775,2,1,50,46,63,1,5,59,21,34,8
2024-07-22,254,896,906,157,1,0,14,79,53,67,56,75,47,35,26
2024-07-22,589,100,420,368,2,1,7,5,77,64,29,39,52,55,77
2024-07-22,485,218,332,407,1,1,37,54,76,78,98,66,92,35,1
2024-07-22,884,134,769,669,0,1,82,96,70,56,73,1,9,88,84
2024-07-22,203,297,536,387,2,1,55,43,75,96,95,47,17,83,67
2024-07-22,492,584,880,204,1,1,46,17,36,69,66,51,98,60,59
2024-07-22,910,856,632,327,0,0,89,15,3,6,89,23,79,61,84
2024-07-22,345,158,502,346,0,0,9,11,1,18,14,92,48,80,85
2024-07-22,275,936,152,799,2,1,77,19,98,43,16,97,70,86,48
2024-07-22,138,260,886,593,0,0,48,44,43,62,90,83,29,24,1
2024-07-22,576,790,412,182,1,0,40,63,66,64,17,81,18,63,16
2024-07-22,781,305,380,285,0,1,82,58,67,38,18,77,54,59,82
2024-07-22,858,111,825,351,0,1,29,92,75,82,75,81,59,56,87
2024-07-22,637,589,130,454,1,1,4,93,82,25,87,1,86,94,19
2024-07-22,966,375,436,849,0,0,94,89,73,43,68,64,71,69,75
2024-07-22,917,792,282,971,0,1,70,21,61,11,23,19,80,98,88
2024-07-22,507,341,122,795,0,0,82,96,0,21,90,33,20,51,86
2024-07-22,624,315,643,895,0,0,30,46,16,76,47,40,25,55,97
2024-07-22,927,350,545,996,1,0,51,28,15,91,29,40,27,62,31
2024-07-23,605,910,173,309,0,1,87,85,8,13,14,74,38,67,50
2024-07-23,924,225,109,915,1,0,97,44,52,85,46,90,32,19,87
2024-07-23,135,316,583,907,0,1,22,76,72,29,43,22,39,53,41
2024-07-23,784,405,555,708,0,1,47,8,58,43,97,37,82,0,62
2024-07-23,119,896,665,546,0,1,39,23,8,83,26,43,28,89,88
2024-07-23,420,284,663,559,0,1,5,14,11,90,83,66,19,97,60
2024-07-23,875,138,759,571,1,1,37,35,40,37,63,61,19,9,61
2024-07-23,611,322,259,819,1,0,40,12,14,58,40,11,73,22,2
2024-07-23,499,283,981,469,1,0,99,90,65,41,95,29,11,50,88
2024-07-23,753,594,113,999,2,0,26,43,74,51,67,94,96,23,91
2024-07-23,982,526,277,591,0,0,74,70,10,62,4,86,24,12,75
2024-07-23,570,277,511,236,0,0,68,71,7,60,52,64,24,28,25
2024-07-23,242,527,977,466,1,1,56,77,54,33,7,40,3,57,47
2024-07-23,191,393,152,283,2,1,16,75,95,38,21,19,3,90,7
2024-07-23,453,951,507,687,0,0,70,35,5,40,6,5,8,94,4
2024-07-23,933,250,946,386,1,0,90,60,52,36,21,74,14,42,10
2024-07-23,899,483,121,571,0,0,46,80,19,64,45,98,25,9,41
2024-07-23,826,737,129,474,0,1,78,39,38,78,29,3,78,30,98
2024-07-23,953,912,802,753,1,1,12,92,98,31,15,92,89,73,90
2024-07-23,150,407,359,848,1,1,10,26,71,7,78,9,91,87,40
2024-07-23,764,435,304,636,0,0,89,0,33,96,4,50,70,96,18
2024-07-23,797,845,158,610,0,0,85,33,56,17,66,92,31,13,47
2024-07-24,674,991,570,901,1,0,91,67,18,44,22,37,75,98,52
2024-07-24,289,474,875,678,0,0,23,87,70,92,60,0,98,33,54
2024-07-24,224,107,565,349,0,1,92,20,30,95,73,7,51,16,60
2024-07-24,249,440,111,609,1,0,72,32,81,32,4,80,31,20,31
2024-07-24,413,228,730,729,0,0,3,6,39,4,22,82,8,95,45
2024-07-24,669,875,389,172,0,0,45,64,13,81,78,62,77,66,91
2024-07-24,441,768,949,381,2,1,17,2,99,73,81,32,12,57,35
2024-07-24,404,451,859,459,1,1,42,50,80,35,24,14,55,78,17
2024-07-24,791,457,453,109,2,0,79,78,36,96,7,30,43,7,73
2024-07-24,781,616,738,310,2,1,32,94,43,22,94,20,96,95,95
2024-07-24,937,594,174,934,2,1,92,53,8,39,20,2,95,37,17
2024-07-24,882,185,972,251,0,1,9,79,57,4,1,65,82,25,11
2024-07-24,153,274,815,104,0,1,72,73,19,33,21,34,29,63,71
2024-07-24,543,901,660,294,2,1,58,92,91,23,71,40,15,29,96
2024-07-24,712,292,690,382,2,0,30,58,49,16,86,58,11,8,45
2024-07-24,363,410,540,563,2,0,27,5,19,94,95,15,73,31,54
2024-07-24,152,218,340,212,0,0,59,28,35,70,71,55,65,10,37
2024-07-24,671,317,960,370,2,1,2,16,26,80,67,44,17,85,77
2024-07-24,719,526,253,262,2,1,54,59,71,91,63,58,12,33,1
2024-07-24,104,513,885,559,1,1,13,21,31,21,93,49,92,17,8
2024-07-24,202,213,195,204,1,1,57,23,0,14,18,84,23,18,4
2024-07-24,295,244,825,792,0,0,88,80,16,14,86,11,11,53,97
2024-07-25,873,637,393,655,1,0,14,84,8,24,81,91,59,81,18
2024-07-25,976,747,308,381,1,0,1,50,83,52,52,11,59,36,70
2024-07-25,983,402,442,786,1,0,23,49,44,20,92,32,92,81,38
2024-07-25,449,843,187,261,0,0,77,10,95,65,86,83,85,11,41
2024-07-25,146,980,917,450,1,0,63,55,65,90,96,48,99,3,16
2024-07-25,966,687,875,533,0,1,70,70,31,31,51,20,0,42,62
2024-07-25,922,939,489,951,2,1,99,41,44,20,46,59,42,26,89
2024-07-25,919,444,424,239,1,0,23,38,8,67,81,51,54,50,45
2024-07-25,755,913,988,570,0,1,26,68,29,43,53,53,39,4,90
2024-07-25,368,900,931,231,1,0,36,47,83,82,43,38,63,5,91
2024-07-25,469,100,256,186,2,0,93,56,37,65,96,48,33,76,19
2024-07-25,735,246,767,787,0,1,90,20,59,89,6,63,33,86,69
2024-07-25,205,386,750,282,0,0,38,81,0,97,91,99,47,55,7
2024-07-25,769,753,732,467,0,0,62,98,4,13,0,85,32,88,95
2024-07-25,758,152,676,228,2,0,78,19,62,14,62,25,67,67,18
2024-07-25,756,403,718,345,2,1,25,14,98,19,97,70,29,95,31
2024-07-25,219,168,758,700,2,1,64,68,35,33,38,6,83,43,18
2024-07-25,930,460,236,677,0,1,3,76,64,35,18,71,89,14,23
2024-07-25,886,701,773,769,2,1,28,50,77,82,30,61,78,89,23
2024-07-25,703,319,527,998,1,0,0,75,72,8,76,89,70,41,55
2024-07-25,157,803,551,477,2,1,49,61,93,70,23,87,70,10,80
2024-07-25,445,674,711,248,0,1,85,84,23,29,68,23,28,72,17
2024-07-26,840,684,949,951,1,1,10,36,3,76,86,39,22,10,11
2024-07-26,573,260,918,532,2,0,73,5,77,90,82,75,33,65,40
2024-07-26,216,780,240,727,1,1,58,70,88,62,64,46,83,26,86
2024-07-26,929,188,182,825,1,1,61,25,67,34,32,7,14,57,47
2024-07-26,890,787,276,568,0,0,80,7,24,12,58,53,96,89,81
2024-07-26,226,880,297,545,1,0,35,72,73,78,32,8,52,71,63
2024-07-26,492,684,723,580,1,0,55,90,98,45,31,2,16,20,15
2024-07-26,740,856,667,983,0,0,89,3,6,55,58,53,63,20,79
2024-07-26,157,688,790,393,0,1,20,20,12,8,91,20,83,71,99
2024-07-26,733,258,520,864,0,0,12,30,67,86,40,94,60,0,22
2024-07-26,612,588,500,242,1,1,8,20,42,35,11,47,56,57,85
2024-07-26,850,423,797,349,1,1,10,24,56,2,72,46,76,12,38
2024-07-26,901,709,570,977,1,1,74,14,35,97,10,87,87,72,32
2024-07-26,195,480,317,401,0,1,69,34,13,18,96,67,36,91,23
2024-07-26,737,201,927,124,2,1,0,48,81,27,18,83,6,5,60
2024-07-26,217,593,828,888,1,0,69,42,71,22,53,62,7,86,54
2024-07-26,659,743,731,988,2,1,76,40,95,6,56,15,86,99,60
2024-07-26,700,713,274,989,0,1,85,36,26,75,41,73,77,57,83
2024-07-26,587,118,122,169,1,1,55,56,36,13,97,89,67,16,96
2024-07-26,336,553,824,724,2,0,30,41,86,45,70,92,20,72,94
2024-07-26,984,581,334,974,1,1,85,46,70,14,30,4,60,11,39
2024-07-26,996,693,112,211,1,1,36,91,75,66,51,10,73,85,57
2024-07-27,371,496,200,463,1,0,46,60,24,14,1,28,85,51,71
2024-07-27,288,378,635,402,2,1,90,13,66,50,82,78,93,75,73
2024-07-27,803,950,975,570,0,1,77,67,89,87,37,69,93,69,0
2024-07-27,546,464,622,190,1,0,46,52,3,7,31,47,79,72,84
2024-07-27,680,430,884,629,0,1,68,83,99,68,9,14,74,51,24
2024-07-27,889,740,551,760,0,1,57,33,78,61,7,83,85,36,95
2024-07-27,960,443,530,838,2,1,35,75,95,50,89,33,28,2,52
2024-07-27,346,921,892,825,2,1,31,96,92,62,93,59,24,97,60
2024-07-27,175,554,705,971,0,1,97,23,73,67,74,61,57,7,45
2024-07-27,253,700,812,762,1,0,63,19,84,77,19,1,13,9,73
2024-07-27,755,824,632,291,2,0,70,68,15,15,19,79,77,46,59
2024-07-27,534,754,951,651,1,0,41,29,18,83,8,18,65,40,50
2024-07-27,185,164,822,341,1,1,47,87,28,23,71,97,53,63,72
2024-07-27,796,175,751,237,1,1,73,6,50,5,14,48,76,41,83
2024-07-27,384,810,392,444,0,1,80,35,17,56,97,77,66,42,47
2024-07-27,319,242,909,279,1,0,29,37,57,30,87,87,29,8,83
2024-07-27,168,927,200,811,0,1,20,79,43,5,96,27,17,13,39
2024-07-27,146,704,601,602,0,1,59,51,15,98,62,47,53,90,6
2024-07-27,193,572,403,302,1,1,12,14,64,78,90,95,99,95,74
2024-07-27,849,516,970,672,1,0,0,45,1,28,20,36,20,3,84
2024-07-27,552,404,639,291,1,0,64,22,55,66,4,73,52,1,18
2024-07-27,303,835,652,104,1,1,32,11,78,74,34,48,82,96,14
2024-07-28,317,596,454,989,0,1,37,92,27,2,84,47,15,84,69
2024-07-28,573,390,402,336,1,1,24,43,64,27,67,72,27,0,60
2024-07-28,531,201,595,792,1,0,25,14,4,73,47,87,3,74,55
2024-07-28,440,366,757,410,0,0,76,92,21,96,79,99,54,64,9
2024-07-28,650,966,867,648,2,0,58,48,99,47,94,28,14,45,45
2024-07-28,711,721,326,155,2,1,91,20,12,79,89,59,63,58,79
2024-07-28,388,941,335,542,0,0,32,14,64,9,61,28,64,74,74
2024-07-28,353,876,972,336,2,1,40,13,15,32,34,57,15,6,56
2024-07-28,833,102,991,969,0,1,29,41,85,99,69,47,19,65,34
2024-07-28,456,184,554,960,1,0,56,79,63,66,96,22,63,14,71
2024-07-28,122,893,112,296,1,1,48,14,31,68,20,26,32,71,91
2024-07-28,861,427,309,684,2,0,47,62,79,11,79,94,80,46,2
2024-07-28,621,915,840,670,1,1,71,67,50,56,38,6,68,89,65
2024-07-28,857,549,496,851,2,1,48,26,78,43,33,48,68,39,52
2024-07-28,936,553,199,613,2,0,46,86,57,12,14,53,57,41,77
2024-07-28,199,728,130,548,1,1,55,92,45,23,5,67,38,50,51
2024-07-28,901,320,997,459,1,1,64,52,51,43,65,77,76,34,92
2024-07-28,279,253,627,799,2,1,11,51,62,56,87,41,35,40,52
2024-07-28,322,764,748,918,1,1,68,62,75,95,55,73,93,84,53
2024-07-28,861,111,428,129,0,1,87,72,59,15,48,58,67,56,46
2024-07-28,758,232,265,878,1,1,5,52,64,95,91,43,86,37,2
2024-07-28,541,403,558,207,1,1,88,56,80,99,0,97,20,71,64
2024-07-29,707,392,921,943,0,1,64,51,54,20,64,25,62,95,14
2024-07-29,868,399,199,701,1,0,24,42,56,75,27,22,84,7,83
2024-07-29,424,839,720,816,1,0,0,6,91,50,99,72,5,73,85
2024-07-29,615,882,954,990,2,1,31,41,70,20,19,7,23,62,33
2024-07-29,115,142,272,544,1,1,2,3,72,59,47,52,52,86,49
2024-07-29,891,442,848,992,1,0,48,68,85,50,71,13,94,3,32
2024-07-29,435,425,261,537,0,1,18,4,25,20,64,70,82,47,72
2024-07-29,858,913,827,831,2,0,59,74,11,5,89,6,75,51,2
2024-07-29,357,597,875,989,2,0,28,91,70,72,50,8,77,37,1
2024-07-29,596,463,362,705,2,0,49,79,45,64,42,2,49,93,3
2024-07-29,995,990,903,556,1,1,1,40,46,75,48,77,11,86,15
2024-07-29,259,526,373,714,2,1,72,93,78,57,24,16,55,4,53
2024-07-29,574,120,102,834,0,1,55,3,37,77,73,43,14,84,32
2024-07-29,951,506,127,797,2,0,16,1,20,5,75,85,82,69,8
2024-07-29,763,718,425,795,0,0,59,66,13,64,40,45,91,80,56
2024-07-29,789,435,248,594,2,0,35,20,1,85,70,89,39,88,39
2024-07-29,774,914,639,773,2,1,60,69,71,33,63,57,40,23,51
2024-07-29,479,216,587,346,0,0,16,42,69,55,60,27,68,85,81
2024-07-29,644,223,921,642,2,0,48,81,32,74,11,13,68,76,15
2024-07-29,790,498,537,663,2,1,75,68,5,2,80,8,5,16,7
2024-07-29,526,892,164,956,2,0,59,8,89,41,68,25,86,77,86
2024-07-29,712,903,455,687,1,0,19,83,36,61,13,1,66,97,59
2024-07-30,367,814,632,996,0,1,49,27,13,5,33,74,32,89,35
2024-07-30,934,150,351,538,2,1,2,25,36,5,47,80,42,82,2
2024-07-30,676,882,334,377,0,0,42,81,7,62,60,33,20,25,14
2024-07-30,516,423,326,651,0,1,56,82,76,19,80,18,83,2,96
2024-07-30,267,888,624,712,0,0,49,2,12,20,34,38,64,1,81
2024-07-30,941,240,412,210,2,1,67,72,39,1,64,81,16,91,22
2024-07-30,142,569,148,484,2,0,80,99,91,89,58,12,92,1,2
2024-07-30,655,886,217,932,0,1,49,94,57,94,35,4,7,21,29
2024-07-30,384,901,153,860,1,0,36,48,17,89,78,49,63,70,44
2024-07-30,496,433,749,290,0,1,45,16,56,55,18,22,89,3,16
2024-07-30,111,992,664,589,1,1,41,62,82,95,41,87,27,37,57
2024-07-30,706,472,143,793,0,1,14,54,37,9,68,28,97,83,57
2024-07-30,401,663,914,525,0,1,32,22,31,86,18,71,89,69,95
2024-07-30,997,593,152,504,0,1,79,33,85,69,38,25,12,72,56
2024-07-30,352,638,685,434,2,1,10,68,65,22,68,78,12,51,6
2024-07-30,598,768,657,308,1,1,19,14,76,91,51,56,37,30,38
2024-07-30,853,850,624,121,1,0,23,46,86,29,11,0,24,25,77
2024-07-30,134,255,776,777,0,0,63,2,24,77,82,27,61,35,57
2024-07-30,826,390,201,710,2,1,79,82,91,36,46,61,22,25,55
2024-07-30,948,747,891,307,2,1,93,27,57,54,75,46,85,27,14
2024-07-30,189,243,869,107,1,0,97,2,74,95,35,77,20,4,43
2024-07-30,875,205,948,801,2,0,64,3,32,48,62,97,53,73,11
2024-07-31,704,519,967,786,1,1,87,87,87,33,75,58,62,17,7
2024-07-31,701,769,497,884,1,0,87,30,65,43,81,30,29,14,79
2024-07-31,517,757,237,628,1,0,72,44,29,21,50,69,74,56,40
2024-07-31,214,101,774,701,2,1,85,58,80,30,42,48,67,96,33
2024-07-31,716,688,486,752,1,1,75,44,33,6,33,4,96,4,45
2024-07-31,295,743,210,756,1,1,16,74,85,20,96,30,75,36,87
2024-07-31,925,189,713,265,0,0,88,36,68,15,48,36,72,85,28
2024-07-31,600,444,116,948,1,1,91,64,47,19,17,78,31,85,15
2024-07-31,725,449,879,595,1,1,60,8,39,42,60,14,74,21,4
2024-07-31,592,558,281,689,0,0,14,16,50,43,56,51,23,51,4
2024-07-31,174,362,983,528,0,1,93,64,79,46,92,68,6,14,29
2024-07-31,512,450,635,873,2,0,50,2,12,18,4,91,71,16,49
2024-07-31,475,207,640,262,1,0,26,25,89,47,88,96,96,50,4
2024-07-31,519,685,270,465,2,0,85,52,30,95,23,10,88,44,12
2024-07-31,828,138,508,625,2,0,73,30,38,78,92,42,0,62,98
2024-07-31,376,258,839,338,0,0,60,25,62,68,63,69,2,27,48
2024-07-31,860,682,477,171,2,0,57,22,47,10,58,22,27,58,88
2024-07-31,775,411,287,544,1,1,30,29,86,78,37,39,42,85,49
2024-07-31,493,340,957,754,0,1,90,9,47,28,32,62,96,20,13
2024-07-31,968,544,329,921,1,1,11,71,60,44,9,1,45,41,45
2024-07-31,556,397,932,608,1,0,45,88,11,67,36,78,0,80,89
2024-08-01,291,135,951,894,0,1,30,63,77,35,96,86,37,68,81
2024-08-01,838,183,218,368,1,0,31,21,55,47,86,85,90,81,83
2024-08-01,788,551,255,852,0,1,31,14,17,86,10,72,34,16,33
2024-08-01,198,985,883,514,1,0,98,55,26,14,23,46,73,67,70
2024-08-01,647,874,786,344,0,1,52,73,27,43,87,29,75,6,46
2024-08-01,195,921,564,774,2,0,60,19,81,66,70,15,73,88,59
2024-08-01,763,484,203,159,1,1,45,46,79,95,20,58,53,39,73
2024-08-01,762,271,703,105,0,0,84,86,51,73,19,46,97,39,78
2024-08-01,289,475,797,808,1,1,73,52,15,39,9,29,23,42,80
2024-08-01,835,784,894,669,1,0,79,52,76,85,88,8,27,72,10
2024-08-01,136,461,601,916,1,1,6,0,57,13,46,64,21,82,97
2024-08-01,879,658,792,506,0,1,3,1,92,62,99,58,15,50,90
2024-08-01,468,990,781,316,2,1,90,57,8,80,46,63,12,72,84
2024-08-01,794,240,798,125,2,0,51,18,25,84,14,7,99,22,94
2024-08-01,624,986,274,914,2,0,88,61,27,50,43,51,99,94,49
2024-08-01,378,217,833,104,0,0,30,77,76,78,61,17,61,31,3
2024-08-01,316,376,844,631,2,0,74,71,35,57,5,90,42,30,40
2024-08-01,966,825,773,489,0,0,83,11,8,14,65,81,86,16,58
2024-08-01,972,319,520,809,1,1,35,25,46,64,75,95,77,57,59
2024-08-01,897,125,233,670,1,0,53,26,77,87,3,57,31,85,80
2024-08-01,372,620,490,547,2,1,53,28,50,54,22,48,66,34,61
2024-08-01,980,882,835,853,0,1,16,14,75,75,12,31,90,29,83
2024-08-02,161,109,600,245,1,0,74,45,56,9,80,47,82,63,24
2024-08-02,695,477,764,487,0,1,29,0,31,41,30,44,85,52,86
2024-08-02,979,732,132,884,0,0,98,59,66,94,15,53,56,50,78
2024-08-02,828,736,154,348,1,0,21,91,56,10,40,99,64,36,32
2024-08-02,441,781,618,625,0,0,42,56,53,15,89,99,68,89,18
2024-08-02,496,683,855,561,1,1,26,2,15,72,91,84,48,5,56
2024-08-02,798,251,924,112,1,0,36,17,61,77,0,45,32,33,14
2024-08-02,118,819,737,483,1,0,45,51,83,18,11,95,18,55,40
2024-08-02,276,148,111,655,0,0,34,59,95,30,55,30,35,95,68
2024-08-02,711,253,627,986,1,1,3,33,55,72,49,36,69,24,79
2024-08-02,495,958,819,498,0,0,79,95,22,99,19,15,14,12,59
2024-08-02,544,392,654,118,1,1,79,92,16,52,65,45,99,62,95
2024-08-02,332,679,472,674,1,1,84,88,79,89,35,45,96,65,21
2024-08-02,175,149,583,590,2,0,25,59,37,7,78,77,23,4,42
2024-08-02,364,763,746,850,2,1,99,25,71,23,37,87,26,74,31
2024-08-02,554,630,327,518,2,1,18,71,82,7,21,88,48,10,12
2024-08-02,895,711,722,436,0,0,80,18,29,82,60,60,74,87,37
2024-08-02,817,159,406,518,0,0,44,21,57,47,49,45,22,77,25
2024-08-02,834,266,556,711,1,0,25,92,97,29,95,50,32,93,80
2024-08-02,483,301,259,774,1,1,21,32,77,57,58,61,40,43,4
2024-08-02,663,956,430,221,1,0,57,37,21,85,19,34,55,98,48
2024-08-02,950,245,875,531,1,1,62,34,16,54,35,80,28,84,96
2024-08-03,605,775,324,143,0,1,27,66,14,72,96,41,30,68,90
2024-08-03,466,538,828,971,1,1,64,82,47,61,14,44,64,1,4
2024-08-03,243,341,603,416,1,1,43,9,31,47,61,67,97,39,70
2024-08-03,984,680,555,480,2,1,99,90,76,3,2,74,17,36,47
2024-08-03,168,786,144,244,1,0,42,14,84,36,92,46,81,48,17
2024-08-03,198,660,313,426,1,0,36,10,39,7,90,78,5,97,94
2024-08-03,495,582,158,462,1,1,65,89,96,0,4,29,51,74,5
2024-08-03,124,207,743,149,0,1,16,23,56,91,55,23,39,35,65
2024-08-03,990,325,715,164,2,0,39,76,57,69,30,65,64,74,76
2024-08-03,568,772,294,454,1,0,37,95,90,46,85,42,41,72,41
2024-08-03,583,730,588,899,1,1,84,3,98,99,34,33,93,69,51
2024-08-03,664,760,256,263,2,1,60,12,15,74,70,22,67,33,10
2024-08-03,250,761,709,240,1,0,8,72,27,4,69,60,31,57,25
2024-08-03,243,531,325,925,0,0,76,56,97,49,25,94,9,36,20
2024-08-03,668,904,511,227,1,1,74,97,0,23,0,36,68,95,65
2024-08-03,138,754,304,497,0,0,60,36,40,46,82,12,8,59,39
2024-08-03,208,518,178,979,0,0,79,47,47,17,6,96,68,11,55
2024-08-03,792,554,223,562,1,1,15,70,30,83,35,70,60,31,50
2024-08-03,141,259,570,850,2,1,1,0,35,27,75,95,10,80,19
2024-08-03,285,622,317,935,0,1,71,59,32,76,83,6,98,3,80
2024-08-03,497,749,615,907,2,0,42,11,32,4,86,41,90,32,79
2024-08-03,322,689,701,286,1,1,41,20,81,29,24,37,67,42,56
2024-08-04,733,176,203,819,0,0,76,10,22,0,93,51,73,8,4
2024-08-04,232,608,492,831,1,1,56,43,59,85,58,43,96,97,13
2024-08-04,262,540,730,289,2,1,80,57,86,81,60,63,7,50,23
2024-08-04,314,353,744,487,1,0,87,43,78,45,28,12,48,93,67
